userName,score,at,content,Cleaning,HapusEmoji,3/Lebih,CaseFolding
Pengguna Google,5,2025-09-18 11:19:36,"Tokopedia, mohon adakan tampilan pilihan jasa Kurir,, saya sangat menghindari J&T yg sangat bobrok di daerah saya, sudah beberapa kali barang di endapkan berhari² oleh jasa pengiriman tersebut dgn alasan ada kesalahan barcode saya masih optimistis Tokopedia bisa lebih baik kedepannya","Tokopedia, mohon adakan tampilan pilihan jasa Kurir,, saya sangat menghindari J&T yg sangat bobrok di daerah saya, sudah beberapa kali barang di endapkan berhari² oleh jasa pengiriman tersebut dgn alasan ada kesalahan barcode saya masih optimistis Tokopedia bisa lebih baik kedepannya","Tokopedia, mohon adakan tampilan pilihan jasa Kurir,, saya sangat menghindari J&T yg sangat bobrok di daerah saya, sudah beberapa kali barang di endapkan berhari oleh jasa pengiriman tersebut dgn alasan ada kesalahan barcode saya masih optimistis Tokopedia bisa lebih baik kedepannya","Tokopedia, mohon adakan tampilan pilihan jasa Kurir,, saya sangat menghindari J&T yg sangat bobrok di daerah saya, sudah beberapa kali barang di endapkan berhari oleh jasa pengiriman tersebut dgn alasan ada kesalahan barcode saya masih optimistis Tokopedia bisa lebih baik kedepannya","tokopedia, mohon adakan tampilan pilihan jasa kurir,, saya sangat menghindari j&t yg sangat bobrok di daerah saya, sudah beberapa kali barang di endapkan berhari oleh jasa pengiriman tersebut dgn alasan ada kesalahan barcode saya masih optimistis tokopedia bisa lebih baik kedepannya"
Pengguna Google,1,2025-09-16 12:55:05,"pesen barang estimasi tanggal ,12 September pesan dari 10 September hingga hari ini barang gak ada kepastian klo cod sih gak masalah bayar di awal ini loh pas lacak paket disitu situ aja gak ada perubahan parah kacau!!!!","pesen barang estimasi tanggal ,12 September pesan dari 10 September hingga hari ini barang gak ada kepastian klo cod sih gak masalah bayar di awal ini loh pas lacak paket disitu situ aja gak ada perubahan parah kacau!!!!","pesen barang estimasi tanggal ,12 September pesan dari 10 September hingga hari ini barang gak ada kepastian klo cod sih gak masalah bayar di awal ini loh pas lacak paket disitu situ aja gak ada perubahan parah kacau!!!!","pesen barang estimasi tanggal ,12 September pesan dari 10 September hingga hari ini barang gak ada kepastian klo cod sih gak masalah bayar di awal ini loh pas lacak paket disitu situ aja gak ada perubahan parah kacau!","pesen barang estimasi tanggal ,12 september pesan dari 10 september hingga hari ini barang gak ada kepastian klo cod sih gak masalah bayar di awal ini loh pas lacak paket disitu situ aja gak ada perubahan parah kacau!"
Pengguna Google,1,2025-09-12 21:34:32,"gimana ini seller dibikin ribet mau posting ada yang mau cod ditokopedia,,malah suruh verifikasi tiktok,,mau pos jadi ga bisa ,udah downlood diberifikasi susah mita ampun,pos barang ga muncul..makin ribet aja tokopedia,calon calon aplikaai ditinggal pengunjung kaya aplikasi merah","gimana ini seller dibikin ribet mau posting ada yang mau cod ditokopedia,,malah suruh verifikasi tiktok,,mau pos jadi ga bisa ,udah downlood diberifikasi susah mita ampun,pos barang ga muncul..makin ribet aja tokopedia,calon calon aplikaai ditinggal pengunjung kaya aplikasi merah","gimana ini seller dibikin ribet mau posting ada yang mau cod ditokopedia,,malah suruh verifikasi tiktok,,mau pos jadi ga bisa ,udah downlood diberifikasi susah mita ampun,pos barang ga muncul..makin ribet aja tokopedia,calon calon aplikaai ditinggal pengunjung kaya aplikasi merah","gimana ini seller dibikin ribet mau posting ada yang mau cod ditokopedia,,malah suruh verifikasi tiktok,,mau pos jadi ga bisa ,udah downlood diberifikasi susah mita ampun,pos barang ga muncul..makin ribet aja tokopedia,calon calon aplikaai ditinggal pengunjung kaya aplikasi merah","gimana ini seller dibikin ribet mau posting ada yang mau cod ditokopedia,,malah suruh verifikasi tiktok,,mau pos jadi ga bisa ,udah downlood diberifikasi susah mita ampun,pos barang ga muncul..makin ribet aja tokopedia,calon calon aplikaai ditinggal pengunjung kaya aplikasi merah"
Pengguna Google,1,2025-09-09 09:27:57,"Disini banyak toko toko brengsekkk...dimana kita kl sudah terjebak beli di merchan sini,untuk pengembalian Dana ny proses 9hari pun itu harus masih menunggu sistem kacrurrtt untuk pengmbalian dana nya,toko penipuan begitu masih ada pembelaan dari pihak tokped....nyesel w belanjaa disini dengan pembayaran transfer,mending COD w bisa mau bayar / cancel gak beban buat w","Disini banyak toko toko brengsekkk...dimana kita kl sudah terjebak beli di merchan sini,untuk pengembalian Dana ny proses 9hari pun itu harus masih menunggu sistem kacrurrtt untuk pengmbalian dana nya,toko penipuan begitu masih ada pembelaan dari pihak tokped....nyesel w belanjaa disini dengan pembayaran transfer,mending COD w bisa mau bayar / cancel gak beban buat w","Disini banyak toko toko brengsekkk...dimana kita kl sudah terjebak beli di merchan sini,untuk pengembalian Dana ny proses 9hari pun itu harus masih menunggu sistem kacrurrtt untuk pengmbalian dana nya,toko penipuan begitu masih ada pembelaan dari pihak tokped....nyesel w belanjaa disini dengan pembayaran transfer,mending COD w bisa mau bayar / cancel gak beban buat w","Disini banyak toko toko brengsek.dimana kita kl sudah terjebak beli di merchan sini,untuk pengembalian Dana ny proses 9hari pun itu harus masih menunggu sistem kacrurrtt untuk pengmbalian dana nya,toko penipuan begitu masih ada pembelaan dari pihak tokped.nyesel w belanjaa disini dengan pembayaran transfer,mending COD w bisa mau bayar / cancel gak beban buat w","disini banyak toko toko brengsek.dimana kita kl sudah terjebak beli di merchan sini,untuk pengembalian dana ny proses 9hari pun itu harus masih menunggu sistem kacrurrtt untuk pengmbalian dana nya,toko penipuan begitu masih ada pembelaan dari pihak tokped.nyesel w belanjaa disini dengan pembayaran transfer,mending cod w bisa mau bayar / cancel gak beban buat w"
Pengguna Google,2,2025-09-06 19:55:23,"Tidak semudah transaksi dan belanja di shopee,, transaksi serba ada dan tak ada batas,, pilihan cod atau tidak semuanya pilihan pembeli,, lhaaa.. tokopedia kok begini,, mau belanja tapi ribet dipembayaran,, mau pilih cod tapi ekspedisi yg kita pilih tidak mendukung semua.. segera di evaluasi sistemnya bpk2/ibu owner tokopedia..","Tidak semudah transaksi dan belanja di shopee,, transaksi serba ada dan tak ada batas,, pilihan cod atau tidak semuanya pilihan pembeli,, lhaaa.. tokopedia kok begini,, mau belanja tapi ribet dipembayaran,, mau pilih cod tapi ekspedisi yg kita pilih tidak mendukung semua.. segera di evaluasi sistemnya bpk2/ibu owner tokopedia..","Tidak semudah transaksi dan belanja di shopee,, transaksi serba ada dan tak ada batas,, pilihan cod atau tidak semuanya pilihan pembeli,, lhaaa.. tokopedia kok begini,, mau belanja tapi ribet dipembayaran,, mau pilih cod tapi ekspedisi yg kita pilih tidak mendukung semua.. segera di evaluasi sistemnya bpk2/ibu owner tokopedia..","Tidak semudah transaksi dan belanja di shopee,, transaksi serba ada dan tak ada batas,, pilihan cod atau tidak semuanya pilihan pembeli,, lha.. tokopedia kok begini,, mau belanja tapi ribet dipembayaran,, mau pilih cod tapi ekspedisi yg kita pilih tidak mendukung semua.. segera di evaluasi sistemnya bpk2/ibu owner tokopedia..","tidak semudah transaksi dan belanja di shopee,, transaksi serba ada dan tak ada batas,, pilihan cod atau tidak semuanya pilihan pembeli,, lha.. tokopedia kok begini,, mau belanja tapi ribet dipembayaran,, mau pilih cod tapi ekspedisi yg kita pilih tidak mendukung semua.. segera di evaluasi sistemnya bpk2/ibu owner tokopedia.."
Pengguna Google,1,2025-09-03 01:25:47,"Makin gak jelas,. Kemarin, masalah jasa kirim, pesanan sering dibatalkan dari pihak jasa kirim,. Sekarang, Malah Banyak barang yg tidak bisa cod,..","Makin gak jelas,. Kemarin, masalah jasa kirim, pesanan sering dibatalkan dari pihak jasa kirim,. Sekarang, Malah Banyak barang yg tidak bisa cod,..","Makin gak jelas,. Kemarin, masalah jasa kirim, pesanan sering dibatalkan dari pihak jasa kirim,. Sekarang, Malah Banyak barang yg tidak bisa cod,..","Makin gak jelas,. Kemarin, masalah jasa kirim, pesanan sering dibatalkan dari pihak jasa kirim,. Sekarang, Malah Banyak barang yg tidak bisa cod,..","makin gak jelas,. kemarin, masalah jasa kirim, pesanan sering dibatalkan dari pihak jasa kirim,. sekarang, malah banyak barang yg tidak bisa cod,.."
Pengguna Google,5,2025-09-01 08:14:59,"Yang terhormat Pihak Tokopedia,saya ingin menyampaikan komplain. Mengapa semua pembayaran di Tokopedia walaupun COD pastinya ada S&K tolonglah jangan menggunakan S&K saya sebagai pemakai aplikasi merasa kurang nyaman","Yang terhormat Pihak Tokopedia,saya ingin menyampaikan komplain. Mengapa semua pembayaran di Tokopedia walaupun COD pastinya ada S&K tolonglah jangan menggunakan S&K saya sebagai pemakai aplikasi merasa kurang nyaman","Yang terhormat Pihak Tokopedia,saya ingin menyampaikan komplain. Mengapa semua pembayaran di Tokopedia walaupun COD pastinya ada S&K tolonglah jangan menggunakan S&K saya sebagai pemakai aplikasi merasa kurang nyaman","Yang terhormat Pihak Tokopedia,saya ingin menyampaikan komplain. Mengapa semua pembayaran di Tokopedia walaupun COD pastinya ada S&K tolonglah jangan menggunakan S&K saya sebagai pemakai aplikasi merasa kurang nyaman","yang terhormat pihak tokopedia,saya ingin menyampaikan komplain. mengapa semua pembayaran di tokopedia walaupun cod pastinya ada s&k tolonglah jangan menggunakan s&k saya sebagai pemakai aplikasi merasa kurang nyaman"
Pengguna Google,2,2025-08-31 14:18:47,"Udah hampir bagus sih, tapi ada masalah dari ekspedisi Yaitu masih bekerjasama dengan sicepat, yang pengiriman nya tidak secepat ekspedisi lainnya.. Dan jika menggunakan metode cod menggunakan 3 ekspedisi, yakni JNT, d alihkan ke LILO, terus di alihkan lagi ke SICEPAT","Udah hampir bagus sih, tapi ada masalah dari ekspedisi Yaitu masih bekerjasama dengan sicepat, yang pengiriman nya tidak secepat ekspedisi lainnya.. Dan jika menggunakan metode cod menggunakan 3 ekspedisi, yakni JNT, d alihkan ke LILO, terus di alihkan lagi ke SICEPAT","Udah hampir bagus sih, tapi ada masalah dari ekspedisi Yaitu masih bekerjasama dengan sicepat, yang pengiriman nya tidak secepat ekspedisi lainnya.. Dan jika menggunakan metode cod menggunakan 3 ekspedisi, yakni JNT, d alihkan ke LILO, terus di alihkan lagi ke SICEPAT","Udah hampir bagus sih, tapi ada masalah dari ekspedisi Yaitu masih bekerjasama dengan sicepat, yang pengiriman nya tidak secepat ekspedisi lainnya.. Dan jika menggunakan metode cod menggunakan 3 ekspedisi, yakni JNT, d alihkan ke LILO, terus di alihkan lagi ke SICEPAT","udah hampir bagus sih, tapi ada masalah dari ekspedisi yaitu masih bekerjasama dengan sicepat, yang pengiriman nya tidak secepat ekspedisi lainnya.. dan jika menggunakan metode cod menggunakan 3 ekspedisi, yakni jnt, d alihkan ke lilo, terus di alihkan lagi ke sicepat"
Pengguna Google,1,2025-08-30 14:57:38,Sangat mengecewakan saya ingin membeli barang secara COD tetapi malah Transaksinya malah ada kendala?!! Sialan apakah kau tau ini hari pertama ku belanja di tokopedia dan kau malah ada kendala transaksi SANGAT MENGECEWAKAN?!,Sangat mengecewakan saya ingin membeli barang secara COD tetapi malah Transaksinya malah ada kendala?!! Sialan apakah kau tau ini hari pertama ku belanja di tokopedia dan kau malah ada kendala transaksi SANGAT MENGECEWAKAN?!,Sangat mengecewakan saya ingin membeli barang secara COD tetapi malah Transaksinya malah ada kendala?!! Sialan apakah kau tau ini hari pertama ku belanja di tokopedia dan kau malah ada kendala transaksi SANGAT MENGECEWAKAN?!,Sangat mengecewakan saya ingin membeli barang secara COD tetapi malah Transaksinya malah ada kendala?!! Sialan apakah kau tau ini hari pertama ku belanja di tokopedia dan kau malah ada kendala transaksi SANGAT MENGECEWAKAN?!,sangat mengecewakan saya ingin membeli barang secara cod tetapi malah transaksinya malah ada kendala?!! sialan apakah kau tau ini hari pertama ku belanja di tokopedia dan kau malah ada kendala transaksi sangat mengecewakan?!
Pengguna Google,2,2025-08-27 09:55:23,knpa pengirimannya paket lelet sekali masa paket cod sj pesan pengirimannya mau 1bulan blom sampai juga status pengiramnya juga tdk apdet sm sekali,knpa pengirimannya paket lelet sekali masa paket cod sj pesan pengirimannya mau 1bulan blom sampai juga status pengiramnya juga tdk apdet sm sekali,knpa pengirimannya paket lelet sekali masa paket cod sj pesan pengirimannya mau 1bulan blom sampai juga status pengiramnya juga tdk apdet sm sekali,knpa pengirimannya paket lelet sekali masa paket cod sj pesan pengirimannya mau 1bulan blom sampai juga status pengiramnya juga tdk apdet sm sekali,knpa pengirimannya paket lelet sekali masa paket cod sj pesan pengirimannya mau 1bulan blom sampai juga status pengiramnya juga tdk apdet sm sekali
Pengguna Google,4,2025-08-27 08:37:25,"sayangnya beberapa toko tidak menyediakan kurir JNE, malah menggunakan jasa JNT, yang mana pelayanan di wilayah NTT ( kab. Ngada) sangat buruk, masih mending kalau paketnya COD kalau yang pembayaran sudah lunas pasti kecewa bila paket tiba di kota tujuan malahan paketnya didiamin di gudang sampai 3 hari alhasil paket dikirim kembali ke pengirim. ketika ditanya kok bisa begini? (alasannya paket terlalu banyak/malas ngantarinnya) sudah kepotong biaya pengiriman, kepotong juga biaya pengembalian","sayangnya beberapa toko tidak menyediakan kurir JNE, malah menggunakan jasa JNT, yang mana pelayanan di wilayah NTT ( kab. Ngada) sangat buruk, masih mending kalau paketnya COD kalau yang pembayaran sudah lunas pasti kecewa bila paket tiba di kota tujuan malahan paketnya didiamin di gudang sampai 3 hari alhasil paket dikirim kembali ke pengirim. ketika ditanya kok bisa begini? (alasannya paket terlalu banyak/malas ngantarinnya) sudah kepotong biaya pengiriman, kepotong juga biaya pengembalian","sayangnya beberapa toko tidak menyediakan kurir JNE, malah menggunakan jasa JNT, yang mana pelayanan di wilayah NTT ( kab. Ngada) sangat buruk, masih mending kalau paketnya COD kalau yang pembayaran sudah lunas pasti kecewa bila paket tiba di kota tujuan malahan paketnya didiamin di gudang sampai 3 hari alhasil paket dikirim kembali ke pengirim. ketika ditanya kok bisa begini? (alasannya paket terlalu banyak/malas ngantarinnya) sudah kepotong biaya pengiriman, kepotong juga biaya pengembalian","sayangnya beberapa toko tidak menyediakan kurir JNE, malah menggunakan jasa JNT, yang mana pelayanan di wilayah NTT ( kab. Ngada) sangat buruk, masih mending kalau paketnya COD kalau yang pembayaran sudah lunas pasti kecewa bila paket tiba di kota tujuan malahan paketnya didiamin di gudang sampai 3 hari alhasil paket dikirim kembali ke pengirim. ketika ditanya kok bisa begini? (alasannya paket terlalu banyak/malas ngantarinnya) sudah kepotong biaya pengiriman, kepotong juga biaya pengembalian","sayangnya beberapa toko tidak menyediakan kurir jne, malah menggunakan jasa jnt, yang mana pelayanan di wilayah ntt ( kab. ngada) sangat buruk, masih mending kalau paketnya cod kalau yang pembayaran sudah lunas pasti kecewa bila paket tiba di kota tujuan malahan paketnya didiamin di gudang sampai 3 hari alhasil paket dikirim kembali ke pengirim. ketika ditanya kok bisa begini? (alasannya paket terlalu banyak/malas ngantarinnya) sudah kepotong biaya pengiriman, kepotong juga biaya pengembalian"
Pengguna Google,5,2025-08-24 20:45:22,aplikasi lengkap sayangnya barang bisa cod kadang tidak bisa cod,aplikasi lengkap sayangnya barang bisa cod kadang tidak bisa cod,aplikasi lengkap sayangnya barang bisa cod kadang tidak bisa cod,aplikasi lengkap sayangnya barang bisa cod kadang tidak bisa cod,aplikasi lengkap sayangnya barang bisa cod kadang tidak bisa cod
Pengguna Google,5,2025-08-21 03:29:43,"saya baru pertama kali pakai apk lazada,mudah,mudahan di permudahkan buat belanja COD,nya,terimakasih, 🙏","saya baru pertama kali pakai apk lazada,mudah,mudahan di permudahkan buat belanja COD,nya,terimakasih, 🙏","saya baru pertama kali pakai apk lazada,mudah,mudahan di permudahkan buat belanja COD,nya,terimakasih, ","saya baru pertama kali pakai apk lazada,mudah,mudahan di permudahkan buat belanja COD,nya,terimakasih, ","saya baru pertama kali pakai apk lazada,mudah,mudahan di permudahkan buat belanja cod,nya,terimakasih, "
Pengguna Google,5,2025-08-19 20:17:58,"Aplikasi belanjan online dengan Tokopedia sangat membantu dan memudahkan dalam memilih segala kebutuhan serta mudahnya proses pembayaran baik COD maupun CASH TRANFER BANK, semoga makin banyak discount serta promo dalam setiap produknya dan sukses slalu buat aplikasi Tokpet.","Aplikasi belanjan online dengan Tokopedia sangat membantu dan memudahkan dalam memilih segala kebutuhan serta mudahnya proses pembayaran baik COD maupun CASH TRANFER BANK, semoga makin banyak discount serta promo dalam setiap produknya dan sukses slalu buat aplikasi Tokpet.","Aplikasi belanjan online dengan Tokopedia sangat membantu dan memudahkan dalam memilih segala kebutuhan serta mudahnya proses pembayaran baik COD maupun CASH TRANFER BANK, semoga makin banyak discount serta promo dalam setiap produknya dan sukses slalu buat aplikasi Tokpet.","Aplikasi belanjan online dengan Tokopedia sangat membantu dan memudahkan dalam memilih segala kebutuhan serta mudahnya proses pembayaran baik COD maupun CASH TRANFER BANK, semoga makin banyak discount serta promo dalam setiap produknya dan sukses slalu buat aplikasi Tokpet.","aplikasi belanjan online dengan tokopedia sangat membantu dan memudahkan dalam memilih segala kebutuhan serta mudahnya proses pembayaran baik cod maupun cash tranfer bank, semoga makin banyak discount serta promo dalam setiap produknya dan sukses slalu buat aplikasi tokpet."
Pengguna Google,2,2025-08-13 12:31:56,"aplikasi gak jelas pembayarannya, biar gak pusing cari uang pas, saya bayar di alfamart tapi selalu berbeda, bayar di afamart 65.000 setelah bayar tercatat di aplikasi 62.500. pernah suatu kali gak bisa bayar di alfamart, pilihan saya bayar cod Rp. 33.900 kurir datang mengantar barang tagihannya Rp. 40.000. sialnya di resi gak tercatat berapa duit saya mesti bayar. inilah jeleknya tokopedia, saya gak mau menghalangi pekerjaan kurir, saya bayar berapa yang dia minta walaupun saya dongkol.","aplikasi gak jelas pembayarannya, biar gak pusing cari uang pas, saya bayar di alfamart tapi selalu berbeda, bayar di afamart 65.000 setelah bayar tercatat di aplikasi 62.500. pernah suatu kali gak bisa bayar di alfamart, pilihan saya bayar cod Rp. 33.900 kurir datang mengantar barang tagihannya Rp. 40.000. sialnya di resi gak tercatat berapa duit saya mesti bayar. inilah jeleknya tokopedia, saya gak mau menghalangi pekerjaan kurir, saya bayar berapa yang dia minta walaupun saya dongkol.","aplikasi gak jelas pembayarannya, biar gak pusing cari uang pas, saya bayar di alfamart tapi selalu berbeda, bayar di afamart 65.000 setelah bayar tercatat di aplikasi 62.500. pernah suatu kali gak bisa bayar di alfamart, pilihan saya bayar cod Rp. 33.900 kurir datang mengantar barang tagihannya Rp. 40.000. sialnya di resi gak tercatat berapa duit saya mesti bayar. inilah jeleknya tokopedia, saya gak mau menghalangi pekerjaan kurir, saya bayar berapa yang dia minta walaupun saya dongkol.","aplikasi gak jelas pembayarannya, biar gak pusing cari uang pas, saya bayar di alfamart tapi selalu berbeda, bayar di afamart 65.0 setelah bayar tercatat di aplikasi 62.500. pernah suatu kali gak bisa bayar di alfamart, pilihan saya bayar cod Rp. 33.900 kurir datang mengantar barang tagihannya Rp. 40.0. sialnya di resi gak tercatat berapa duit saya mesti bayar. inilah jeleknya tokopedia, saya gak mau menghalangi pekerjaan kurir, saya bayar berapa yang dia minta walaupun saya dongkol.","aplikasi gak jelas pembayarannya, biar gak pusing cari uang pas, saya bayar di alfamart tapi selalu berbeda, bayar di afamart 65.0 setelah bayar tercatat di aplikasi 62.500. pernah suatu kali gak bisa bayar di alfamart, pilihan saya bayar cod rp. 33.900 kurir datang mengantar barang tagihannya rp. 40.0. sialnya di resi gak tercatat berapa duit saya mesti bayar. inilah jeleknya tokopedia, saya gak mau menghalangi pekerjaan kurir, saya bayar berapa yang dia minta walaupun saya dongkol."
Pengguna Google,3,2025-08-11 16:15:50,Tidak bisa melakukan top up streaming di sini setiap mau top up keterangan nya error dan disertai code tolong ini solusi nyaa bagimana ini,Tidak bisa melakukan top up streaming di sini setiap mau top up keterangan nya error dan disertai code tolong ini solusi nyaa bagimana ini,Tidak bisa melakukan top up streaming di sini setiap mau top up keterangan nya error dan disertai code tolong ini solusi nyaa bagimana ini,Tidak bisa melakukan top up streaming di sini setiap mau top up keterangan nya error dan disertai code tolong ini solusi nyaa bagimana ini,tidak bisa melakukan top up streaming di sini setiap mau top up keterangan nya error dan disertai code tolong ini solusi nyaa bagimana ini
Pengguna Google,4,2025-08-09 00:26:13,"diskon tokped ga sebanyak shopee,tapi orang""nya lebih waras,ga cod sembarangan,saya pilih tokopedia karena aman,tapi mungkin bisa ditambah promonya min,hehe","diskon tokped ga sebanyak shopee,tapi orang""nya lebih waras,ga cod sembarangan,saya pilih tokopedia karena aman,tapi mungkin bisa ditambah promonya min,hehe","diskon tokped ga sebanyak shopee,tapi orang""nya lebih waras,ga cod sembarangan,saya pilih tokopedia karena aman,tapi mungkin bisa ditambah promonya min,hehe","diskon tokped ga sebanyak shopee,tapi orang""nya lebih waras,ga cod sembarangan,saya pilih tokopedia karena aman,tapi mungkin bisa ditambah promonya min,hehe","diskon tokped ga sebanyak shopee,tapi orang""nya lebih waras,ga cod sembarangan,saya pilih tokopedia karena aman,tapi mungkin bisa ditambah promonya min,hehe"
Pengguna Google,4,2025-08-07 01:22:46,tidak semua barang belanjaan bisa COD beda sama tokoh orange semua bisa COD,tidak semua barang belanjaan bisa COD beda sama tokoh orange semua bisa COD,tidak semua barang belanjaan bisa COD beda sama tokoh orange semua bisa COD,tidak semua barang belanjaan bisa COD beda sama tokoh orange semua bisa COD,tidak semua barang belanjaan bisa cod beda sama tokoh orange semua bisa cod
Pengguna Google,5,2025-08-06 22:16:09,tolong kasih nyaman biar belanja disini terus banyakin gratis ongkir sama cod terimakasih,tolong kasih nyaman biar belanja disini terus banyakin gratis ongkir sama cod terimakasih,tolong kasih nyaman biar belanja disini terus banyakin gratis ongkir sama cod terimakasih,tolong kasih nyaman biar belanja disini terus banyakin gratis ongkir sama cod terimakasih,tolong kasih nyaman biar belanja disini terus banyakin gratis ongkir sama cod terimakasih
Pengguna Google,1,2025-08-01 11:09:31,"katanya bisa COD tapi kenapa setiap produk yg saya mau order, tidak bisa COD sama sekali, tolong di permudah ya karna COD lebih banyak peminatnya dari pada kes /tunai, jgn ragukan semua orang karna semua berbeda sifat dan karakter","katanya bisa COD tapi kenapa setiap produk yg saya mau order, tidak bisa COD sama sekali, tolong di permudah ya karna COD lebih banyak peminatnya dari pada kes /tunai, jgn ragukan semua orang karna semua berbeda sifat dan karakter","katanya bisa COD tapi kenapa setiap produk yg saya mau order, tidak bisa COD sama sekali, tolong di permudah ya karna COD lebih banyak peminatnya dari pada kes /tunai, jgn ragukan semua orang karna semua berbeda sifat dan karakter","katanya bisa COD tapi kenapa setiap produk yg saya mau order, tidak bisa COD sama sekali, tolong di permudah ya karna COD lebih banyak peminatnya dari pada kes /tunai, jgn ragukan semua orang karna semua berbeda sifat dan karakter","katanya bisa cod tapi kenapa setiap produk yg saya mau order, tidak bisa cod sama sekali, tolong di permudah ya karna cod lebih banyak peminatnya dari pada kes /tunai, jgn ragukan semua orang karna semua berbeda sifat dan karakter"
Pengguna Google,1,2025-07-30 09:19:49,🙏 aku kasih 1 bintang aja krn aplikasi ini tdk dpt membantu untuk pengiriman COD .,🙏 aku kasih 1 bintang aja krn aplikasi ini tdk dpt membantu untuk pengiriman COD ., aku kasih 1 bintang aja krn aplikasi ini tdk dpt membantu untuk pengiriman COD ., aku kasih 1 bintang aja krn aplikasi ini tdk dpt membantu untuk pengiriman COD ., aku kasih 1 bintang aja krn aplikasi ini tdk dpt membantu untuk pengiriman cod .
Pengguna Google,3,2025-07-27 08:43:37,"ribet verifikasi gopay pakai SMS tidak bisa lewat wa,mau bayar harus ada code promo dulu minimal beli barang dulu, chat admin penjual lama nunggu Berjam jam baru dibales","ribet verifikasi gopay pakai SMS tidak bisa lewat wa,mau bayar harus ada code promo dulu minimal beli barang dulu, chat admin penjual lama nunggu Berjam jam baru dibales","ribet verifikasi gopay pakai SMS tidak bisa lewat wa,mau bayar harus ada code promo dulu minimal beli barang dulu, chat admin penjual lama nunggu Berjam jam baru dibales","ribet verifikasi gopay pakai SMS tidak bisa lewat wa,mau bayar harus ada code promo dulu minimal beli barang dulu, chat admin penjual lama nunggu Berjam jam baru dibales","ribet verifikasi gopay pakai sms tidak bisa lewat wa,mau bayar harus ada code promo dulu minimal beli barang dulu, chat admin penjual lama nunggu berjam jam baru dibales"
Pengguna Google,1,2025-07-25 16:07:27,"market place paling rusak se indonesia..cod nya ga becuss ,jasa pengiriman masih error dan mahalll","market place paling rusak se indonesia..cod nya ga becuss ,jasa pengiriman masih error dan mahalll","market place paling rusak se indonesia..cod nya ga becuss ,jasa pengiriman masih error dan mahalll","market place paling rusak se indonesia..cod nya ga becuss ,jasa pengiriman masih error dan mahal","market place paling rusak se indonesia..cod nya ga becuss ,jasa pengiriman masih error dan mahal"
Pengguna Google,4,2025-07-23 22:43:01,"aplikasi bagus, berfungsi sangat baik, tapi tolong tokopedia untuk kedepanya, sertakan fitur COD agar bisa pesan dan bayar COD🙏🙏","aplikasi bagus, berfungsi sangat baik, tapi tolong tokopedia untuk kedepanya, sertakan fitur COD agar bisa pesan dan bayar COD🙏🙏","aplikasi bagus, berfungsi sangat baik, tapi tolong tokopedia untuk kedepanya, sertakan fitur COD agar bisa pesan dan bayar COD","aplikasi bagus, berfungsi sangat baik, tapi tolong tokopedia untuk kedepanya, sertakan fitur COD agar bisa pesan dan bayar COD","aplikasi bagus, berfungsi sangat baik, tapi tolong tokopedia untuk kedepanya, sertakan fitur cod agar bisa pesan dan bayar cod"
Pengguna Google,3,2025-07-17 19:41:07,"Barangnya bagus tapi pelit ngasih diskon terus jarang ngasih opsi COD juga jadi buat kami yg di luar jawa susah kalau mau pakai aplikasi ini, di tambah ongkos kirimnya mahal banget.","Barangnya bagus tapi pelit ngasih diskon terus jarang ngasih opsi COD juga jadi buat kami yg di luar jawa susah kalau mau pakai aplikasi ini, di tambah ongkos kirimnya mahal banget.","Barangnya bagus tapi pelit ngasih diskon terus jarang ngasih opsi COD juga jadi buat kami yg di luar jawa susah kalau mau pakai aplikasi ini, di tambah ongkos kirimnya mahal banget.","Barangnya bagus tapi pelit ngasih diskon terus jarang ngasih opsi COD juga jadi buat kami yg di luar jawa susah kalau mau pakai aplikasi ini, di tambah ongkos kirimnya mahal banget.","barangnya bagus tapi pelit ngasih diskon terus jarang ngasih opsi cod juga jadi buat kami yg di luar jawa susah kalau mau pakai aplikasi ini, di tambah ongkos kirimnya mahal banget."
Pengguna Google,1,2025-07-15 09:22:59,"aplikasi gak bermutu, udah nggak melayani cod. ongkirnya mahal. harga di thumbnail nya nipu lagi mending nggak usah pake aplikasi ini lagi","aplikasi gak bermutu, udah nggak melayani cod. ongkirnya mahal. harga di thumbnail nya nipu lagi mending nggak usah pake aplikasi ini lagi","aplikasi gak bermutu, udah nggak melayani cod. ongkirnya mahal. harga di thumbnail nya nipu lagi mending nggak usah pake aplikasi ini lagi","aplikasi gak bermutu, udah nggak melayani cod. ongkirnya mahal. harga di thumbnail nya nipu lagi mending nggak usah pake aplikasi ini lagi","aplikasi gak bermutu, udah nggak melayani cod. ongkirnya mahal. harga di thumbnail nya nipu lagi mending nggak usah pake aplikasi ini lagi"
